customer_id,support_calls_count,support_chat_count,support_email_count,avg_resolution_time_hours,first_call_resolution_rate,complaint_count,primary_complaint_type,customer_satisfaction_score,escalation_count,avg_response_time_min
CUST_000001,1,1,0,4.706911806337647,0.402992005870631,0,Service,4.848708280417037,0,27.904330197848076
CUST_000002,5,1,0,4.745407967386194,0.4214071087722416,0,None,4.743049054572474,0,15.22766609687787
CUST_000003,0,2,2,25.681424785445547,0.8051521587016985,1,Network,4.253026690234507,1,43.22997243974919
CUST_000004,1,1,0,6.230504822317675,0.4997726608009586,1,None,4.265644732210167,0,13.671796790791312
CUST_000005,3,3,0,2.7964102579129126,0.8164839481930619,1,Billing,4.345128029386002,0,18.78503590416146
CUST_000006,0,2,0,51.60336426960164,0.6100140633026786,0,None,3.3997925919628975,0,33.04047563987695
CUST_000007,3,1,2,7.652650788925233,0.8653264380656043,0,Billing,3.664225769223106,0,31.643017759014693
CUST_000008,2,2,1,5.664399811840736,0.7212697988835064,1,None,4.386043297491956,0,25.32153144068725
CUST_000009,4,0,1,4.33739608372997,0.7244008065613654,1,None,4.058155149634378,0,25.46337801268042
CUST_000010,1,2,2,9.314379924725394,0.35823015145256,0,Network,4.080424936336816,1,17.180543276453758
CUST_000011,1,1,0,9.023114566484631,0.8618748407142103,1,Service,4.923813987604627,1,12.215726885160189
CUST_000012,2,2,2,34.86325734454769,0.6699394127946345,3,None,2.572434554565754,0,19.35550241019857
CUST_000013,1,3,0,6.229422510498673,0.34216243292404414,0,Network,3.821931589475179,0,17.305723445374948
CUST_000014,5,3,0,15.854876765373076,0.835514238615331,0,Technical,3.3401227318382745,0,25.051427917897737
CUST_000015,2,1,0,78.28108024939061,0.1560290529163471,0,Service,4.869748250841138,0,26.819056601398316
CUST_000016,4,1,0,10.815825976511578,0.6679493117246503,1,Technical,4.852060749055606,0,18.44567474750927
CUST_000017,3,0,1,9.046643030510944,0.7407795553052035,1,Network,3.765235701363782,1,29.3614225457463
CUST_000018,1,2,2,9.51801701478514,0.546200224347995,0,None,3.684304367257466,0,21.225070027688844
CUST_000019,1,1,0,9.631148648195303,0.3541286261641234,0,Service,3.4651441267286756,0,23.999393663034162
CUST_000020,0,0,1,5.838392215624896,0.583283162007307,0,Network,3.8405407937415834,0,19.803028642662735
CUST_000021,1,2,0,2.6236492383657137,0.8153147612621241,0,Network,3.846173960357283,1,26.682944738195
CUST_000022,1,2,2,13.796726799212003,0.16817418548451085,0,Service,4.870513330160152,0,18.930360625684198
CUST_000023,2,3,0,5.920845824218694,0.649813223840731,2,None,4.132840367290929,0,15.334834233361857
CUST_000024,1,0,0,6.0131571465911255,0.2574943153924037,0,Network,3.6503454842949465,0,26.96320954662105
CUST_000025,1,1,1,12.544178834883647,0.5722240424906377,0,Network,5.0,0,18.187362260199656
CUST_000026,0,2,1,5.803377080071295,0.5565064234478997,0,Network,3.136491655484534,1,22.829377327787416
CUST_000027,2,0,2,21.566865814218666,0.8299899463877236,0,Network,2.7123569964813625,0,24.043569416597652
CUST_000028,0,3,0,2.7560733946016724,0.47473451204039213,1,Billing,4.8251646597158375,2,9.585293077462952
CUST_000029,3,2,1,7.8802453034408035,0.8046731583553308,2,Network,4.369260783203868,1,16.20237464199084
CUST_000030,0,1,2,3.332871670322536,0.6059122821331011,1,Network,4.623010715476431,0,10.966619562946148
CUST_000031,2,2,2,3.3799923505294043,0.9125081697719044,0,None,3.177309266688226,0,22.384430235782112
CUST_000032,3,0,2,5.144858931047345,0.5779193251556445,0,Service,3.620479347487919,1,10.795047228772402
CUST_000033,2,3,2,11.45364257263254,0.5897470330386794,1,None,4.960858263698057,0,10.353205997546857
CUST_000034,1,2,0,11.174526174230218,0.4862453392263204,0,Billing,4.7121942446019505,0,26.12703430693567
CUST_000035,3,4,1,17.02225567367192,0.5329991845834917,0,Billing,2.6936881890660143,0,33.41152100815793
CUST_000036,6,3,2,2.5820688682689865,0.28208334186770817,0,Billing,3.463777537022764,0,12.865233819252708
CUST_000037,2,1,1,4.9388410793617625,0.8519683850773949,0,None,4.08172157162741,1,19.13429791661654
CUST_000038,4,1,1,6.7282600109849735,0.3961625609761757,1,Service,2.763105356189522,0,13.119798487132499
CUST_000039,8,1,0,31.462708380914002,0.4594119311300959,0,Network,2.9502652831454337,0,14.26857713878322
CUST_000040,1,0,1,1.8601946513531902,0.6751278528545089,0,Technical,4.623625120951063,0,8.85611588366512
CUST_000041,1,0,0,8.912711733783524,0.39836601640270874,0,Network,4.554325888450281,0,23.46989614214593
CUST_000042,5,3,2,6.794197433786836,0.6541974235834687,0,Technical,3.983140275372316,0,17.6958585773122
CUST_000043,4,0,2,1.4326220668572984,0.4516077850638225,0,Service,3.9311998392825958,0,16.73649735651055
CUST_000044,2,0,0,15.499899625245453,0.8516010299755886,0,Billing,3.9484467620712613,1,27.78703520621707
CUST_000045,3,2,0,3.762390045468662,0.6553967515889021,1,Technical,4.061640980223415,0,36.62725015146103
CUST_000046,0,0,1,20.028298045522067,0.654925875930628,2,Service,3.6256162570518953,0,10.769009576651431
CUST_000047,2,1,1,3.795430466604943,0.71712465282997,3,None,3.1461020562763498,0,28.51647069725545
CUST_000048,3,3,0,5.035462510083301,0.5747743872273938,0,Technical,3.9145771459036602,0,17.509616066726046
CUST_000049,4,1,0,19.669208315250863,0.7689400701450138,0,Network,3.464914334027415,0,15.297425527192344
CUST_000050,3,2,1,4.324686787935728,0.12713645695662557,1,None,4.141604537462373,0,35.75164286197648
CUST_000051,3,4,2,11.665062548152308,0.7301146837102414,1,Technical,5.0,1,15.316426933563116
CUST_000052,3,3,0,1.7130735887487671,0.6937814009752399,2,Network,3.8599399235000504,0,19.27903513618686
CUST_000053,0,0,0,8.903902773048484,0.7126298870251123,2,Service,3.9641344029661183,0,19.79353974051743
CUST_000054,2,3,1,10.964543044990055,0.724077563641659,2,Billing,2.436748268494022,0,26.083744854250753
CUST_000055,0,3,0,17.41227338949194,0.5950424168636002,0,Billing,3.3429971152940365,0,16.25673467294212
CUST_000056,2,1,0,8.535399219687154,0.41563784900473466,1,Service,4.010534295898646,0,15.907387224660058
CUST_000057,3,1,0,3.172076001826439,0.580219179600095,1,None,4.614535364415801,1,54.94163346786078
CUST_000058,2,2,1,4.599920273229228,0.883071725211115,1,None,4.100937108416585,1,17.228726291899516
CUST_000059,1,1,2,1.9288241203619942,0.6235460275565567,0,Service,4.267337762470263,0,6.266994757732006
CUST_000060,1,1,1,4.580251922094605,0.7470726100813068,0,Network,3.758655331181532,0,13.665441449803264
CUST_000061,0,1,0,6.921915841674862,0.6769493853150542,0,None,3.33892403174586,1,21.12188694886627
CUST_000062,2,1,1,9.49197671847935,0.679111379507657,1,Service,3.2411734948976982,0,23.520214678258302
CUST_000063,3,0,3,2.7595011219076158,0.4929395829835016,0,Billing,4.2936233279321785,0,46.25630008023734
CUST_000064,1,1,1,14.809761113230214,0.7480206886479229,0,None,3.9179864182807798,0,13.36857292181197
CUST_000065,1,3,0,6.721562663710543,0.20425907938910046,0,Billing,3.8363855391164665,0,15.241593053931275
CUST_000066,2,0,2,14.952494126491182,0.8952279134956577,1,Service,4.285053550848592,0,36.86035939918362
