customer_id,monthly_data_gb,monthly_calls,monthly_sms,peak_hour_usage_pct,international_calls,roaming_usage_gb,video_streaming_gb,social_media_gb,gaming_gb,web_browsing_gb,unique_apps_used,avg_session_duration_min
CUST_000001,9.589813820521126,38,120,13.41923357684362,1,0.24524802257585254,14.82767475364257,0.9538557526049877,0.9130029725552378,1.1439211182147735,29,41.29934045192499
CUST_000002,52.78929126593571,41,107,36.97973030309602,2,0.04058121593880752,13.18128319049869,4.90639621220513,0.11708135884410385,2.9797689366429934,29,7.125023362178751
CUST_000003,8.830706791263397,45,119,4.492755972907918,4,0.6709367899699614,2.7726907818347426,5.451299372462459,1.917947446755197,0.9884123906840402,24,13.846620818118485
CUST_000004,36.06790052117909,37,123,19.657265269205737,3,0.5721023994204851,7.092493727828851,0.8208911028114629,0.18959270651798543,5.84664893338458,19,8.422721571543677
CUST_000005,27.016064401367622,42,128,15.670279994945416,1,0.025504105957912707,1.8209476602131254,1.2217309937480476,1.2763226842037454,6.683466285876186,22,13.516476346569156
CUST_000006,4.6891720349822785,46,125,33.68039349046648,2,1.4172370873757352,13.860474518884068,0.6328321675940224,0.04351756398652828,1.2696825996024508,23,30.161173173452056
CUST_000007,94.08934784884147,37,108,28.235395269831532,2,1.6089425542035292,6.618926865714265,19.568085745569963,0.40321241280554954,1.3312292823520582,30,42.567660403561185
CUST_000008,45.6668240738479,46,142,5.1707696371603635,0,0.2037372847071818,9.91748127400938,6.4014323176831365,0.6507806399131266,0.27183053518597405,29,10.743949562290524
CUST_000009,87.94326434498412,36,111,40.87713291627616,1,0.06998323990043177,12.673259259438316,1.103383396706651,0.028362486701456743,0.8866958596224193,35,28.744557261063477
CUST_000010,57.22096049974379,48,123,10.315434420996745,5,0.06071290484535099,6.703796911672311,1.085136029771951,0.18820316487470998,0.21094436560233437,34,10.353195460954485
CUST_000011,28.473625392595206,39,109,26.929602009750564,5,0.918547475212405,40.535198086212475,1.6020716217409432,0.3840611943889172,4.246951989236292,33,14.456692911477809
CUST_000012,59.13778346355976,36,137,24.57307604877071,1,0.30731856718763767,29.66055597620258,2.054227971997555,4.045974958286312,0.596519996656923,32,22.91007678141636
CUST_000013,5.280630019392739,39,105,32.130300408398796,6,0.004776967230546112,5.339213363324569,6.430654948209165,1.5117480370340017,0.24667753843047796,26,8.27016470825054
CUST_000014,146.01286942460138,58,138,34.62517901459298,1,1.2974863528112621,12.115763588975208,0.7758380366809488,1.8369439136476298,0.5385402131843227,24,14.259821767967855
CUST_000015,42.31635870938074,41,127,29.18233320385793,5,0.4491484555485968,11.955434992210005,0.8207334111516446,1.101166214287937,1.421231571859939,27,19.24982404996497
CUST_000016,2.8485630664648904,40,111,24.768602199487894,3,0.586232204175027,18.293897174511624,6.481738920393271,0.34586855595616467,1.6471061306760586,33,7.104948155040313
CUST_000017,4.507692728460475,56,119,26.652820518631966,3,0.8673700217587402,8.897810714036114,4.0501784108374865,1.2359723849437587,6.865415958355157,29,13.267920633174235
CUST_000018,26.781113981681337,48,113,36.6928917754481,2,0.8534666658301948,3.023723120584483,3.3294133356327658,1.1200636718538282,0.9838908509521447,24,15.509138337959415
CUST_000019,8.251386025700489,46,112,49.37995785731651,2,0.039416026354560936,8.888821745527386,1.6468169625817757,0.9414833709899985,3.794642067474177,32,13.916396275224493
CUST_000020,33.78191012525435,35,116,42.71606412275285,1,0.4266489206994874,12.832496486843084,3.221917660741514,0.3542799621483357,6.75882446668176,23,15.403537898229635
CUST_000021,7.495859776326645,47,135,7.183004614452345,1,0.5957662991843853,1.5610396935066708,1.236926615248105,0.3054582881558865,5.828457333180709,23,23.58567642549993
CUST_000022,5.625900960530639,37,122,46.205911917064356,1,0.04475475890922639,9.023354723821951,2.0868766428026677,0.4099238787386512,0.6655673068322292,28,22.234694088871898
CUST_000023,11.700842763360045,55,122,6.073737208070802,9,0.12577209625033597,7.459980367649031,1.535976967990563,0.37454371423699573,0.9843457668671939,26,37.82207915383683
CUST_000024,527.7923786087073,34,130,25.915386865175737,5,0.25193697016668687,19.137332896830486,0.4015620926685648,0.08102852749023216,0.16795788526686659,18,17.665808540123127
CUST_000025,6.721059010069608,44,108,36.56306641859125,6,1.0880866439416816,3.7402504735311455,1.1110798548452026,1.6208931792825385,1.9808245220035001,29,9.394621248833289
CUST_000026,70.58885782703254,51,123,54.59226814422817,3,0.9506757922395177,2.383739173351773,5.864679919060667,0.46085690017265657,1.5589904503118417,22,6.9613057048566915
CUST_000027,9.414137993927381,53,121,14.976693151434606,3,0.7618664057242109,7.898291032804573,3.0036256131475203,1.2263438916704328,2.364377041043618,26,39.093913100554104
CUST_000028,18.3779676901669,42,123,40.21854879633989,4,2.316615707003992,10.214405980941619,0.14337777156861575,0.3283991521139904,1.836789915686595,27,19.47334095153018
CUST_000029,22.752514086577253,41,114,41.13276889793132,5,0.13896928188404437,9.396200891892585,2.3825650009597297,0.9213442641049923,3.9931394174951356,20,23.335894486127394
CUST_000030,18.876067999212687,43,136,13.530399488253986,2,0.3153818743989716,7.950846424108224,3.2643495460845906,0.03528899833560536,3.3245006232606933,22,30.2114604680838
CUST_000031,21.255803435393243,45,123,7.209066083748385,3,0.29594826050501555,13.593880970717251,6.111786165673772,0.11209241427475539,1.6790138980764113,24,22.220755568465982
