customer_id,avg_download_speed_mbps,avg_upload_speed_mbps,network_uptime_pct,connection_drops_monthly,avg_signal_strength_db,coverage_rating,primary_network_type,data_throttling_events,throttling_duration_hours,roaming_countries_visited,roaming_issues_count,peak_hour_slowdown_pct,congestion_events_monthly,primary_device_type,network_support_tickets,avg_issue_resolution_hours,urban_area,tower_distance_km
CUST_000001,49.48723673481546,12.424945146905277,86.77234512998773,1,-64.14406405247567,Good,4G LTE,1,2.101962871008591,0,0,27.410639331693044,4,Tablet,2,11.04282684775876,False,5.126154001568149
CUST_000002,77.42267740491617,13.628089744400873,81.16421812887073,1,-76.91924500410515,Fair,4G LTE,0,0.0,1,0,48.54902532636508,9,Smartphone,0,9.356963167549395,True,2.116328525903914
CUST_000003,31.13918710588301,8.524689099226967,94.43249722387237,1,-73.25342362016302,Fair,4G LTE,0,0.0,2,0,37.91787649342863,3,Smartphone,2,53.246273060555076,True,5.714062035565677
CUST_000004,11.052427246392766,1.4958271990711471,91.0941813826215,4,-72.8919804606841,Fair,4G,3,3.090766428350918,2,0,9.99804389089162,3,Smartphone,0,16.78175415317789,True,2.472875270604562
CUST_000005,48.74380440529016,8.579304006746007,93.66962296589246,2,-70.29709701594052,Fair,4G,1,21.82403706323785,1,0,14.4542023868907,6,Smartphone,1,12.210751504925335,True,1.9730872769820493
CUST_000006,47.65514846357375,5.320568356809318,81.09476976826949,0,-67.10053423292055,Good,4G LTE,3,2.784613619641234,3,0,40.3730291077241,6,Smartphone,3,95.66967704240747,True,1.616280116460094
CUST_000007,203.34266642359106,23.0975433373884,93.43600663981205,4,-60.00831541811056,Good,4G LTE,0,0.0,1,1,15.53122846063083,7,Smartphone,4,4.7320656184855086,False,8.61065877833542
CUST_000008,18.331324857059816,3.8893040132082155,96.43477171042589,2,-82.58875744994542,Poor,4G LTE,1,4.375210652070421,5,0,19.215679485523925,6,Smartphone,1,48.17674160153934,True,6.522406547588932
CUST_000009,58.79302938727005,14.781043909537738,93.73610362679469,5,-84.4650549081826,Poor,5G,2,4.546178163552233,2,1,44.87810154105315,8,Mobile Hotspot,2,40.397151295787594,True,6.685719369627187
CUST_000010,82.69213897146082,23.55406654970309,97.0584280620956,6,-74.3502886406555,Fair,4G LTE,0,0.0,2,1,9.785043531911512,5,Tablet,2,9.115017162338374,False,8.346546071632941
CUST_000011,68.13702322078633,11.669144698531841,97.594747760278,3,-68.00470026108673,Good,4G LTE,0,0.0,2,0,30.089752912615396,3,IoT Device,0,30.98693974046413,True,3.0833156269953483
CUST_000012,47.21862975744489,11.727229827495833,87.16196532582792,3,-83.52466011177061,Poor,3G,1,0.3747272068233614,3,0,2.3059766778921493,3,Smartphone,3,42.55775894179798,True,4.208794582097074
CUST_000013,40.21824470058165,4.345650020192918,89.35191436903102,5,-77.04336227558103,Fair,4G,0,0.0,1,0,21.377811924999936,9,Tablet,1,10.29829211848725,True,4.761837825666619
CUST_000014,44.71624658151322,6.313370950659992,84.80136538847127,5,-68.40867214258421,Good,5G,1,0.2539895108692697,2,0,22.612078255808118,9,Tablet,0,3.3062933991961865,False,6.309520685253472
CUST_000015,31.761705174645886,6.051207853384002,99.06484926932089,1,-84.12564066900404,Poor,4G LTE,4,0.6261019378136423,3,2,16.91828866795782,5,Smartphone,1,29.61052160799145,True,3.2374899924238263
CUST_000016,34.79347427945321,9.01695927483691,84.5116634589998,6,-55.07154527486112,Excellent,5G,1,8.710371041738842,4,0,14.736618393085429,5,Smartphone,1,4.849767761182153,True,0.512484988328792
CUST_000017,57.34556817751437,9.53723463514224,88.91209956013863,1,-62.98118094111569,Good,4G LTE,1,1.784466169709437,2,1,25.159444166949307,5,Smartphone,3,33.66633998148292,True,0.7695925425958395
CUST_000018,96.28716608211542,27.431994456822537,83.84176104671542,1,-81.06646950797249,Poor,4G LTE,1,6.274723829332353,0,0,21.361442213481293,2,Smartphone,0,22.136537497741546,True,0.9506112116217342
CUST_000019,12.378527427093063,2.958884628631656,87.4638323881341,0,-67.06908907631716,Good,4G LTE,1,3.8143256011249465,3,1,6.50137362895756,5,IoT Device,1,25.555494884491942,True,2.4347562121392015
CUST_000020,87.40842163863456,17.44361190512055,97.05094443317003,8,-75.84859492708108,Fair,4G LTE,0,0.0,3,2,20.750166591348012,3,Smartphone,1,5.542112977722133,False,7.054711290698856
CUST_000021,56.792719536659334,12.188527628291522,94.54163881872852,3,-71.63387744260892,Fair,4G,2,19.497944672419013,2,0,9.435549885630705,8,IoT Device,3,16.539914719347255,False,4.552654138140148
CUST_000022,59.71361233272611,12.799744465597227,73.50211242068018,2,-74.66178143476034,Fair,4G LTE,0,0.0,0,0,11.488344973602922,10,Mobile Hotspot,3,17.131819992295096,True,3.7433307702962098
CUST_000023,9.067833240424644,2.0321374869958437,93.78367298093112,3,-84.232593574311,Poor,4G LTE,1,20.236123536742397,1,1,20.00974882057988,3,Smartphone,1,26.82115013858526,True,1.1831100291831487
CUST_000024,128.053609661073,32.696205807121515,95.19020404246405,4,-79.09132807446615,Fair,5G,2,4.370381916250279,1,1,13.179776574383881,2,Smartphone,1,13.244981855087284,False,8.088048021140965
CUST_000025,77.52278602753513,19.637976566372682,85.75493109955548,2,-69.402528295882,Good,3G,2,21.717919256353927,1,0,23.570242289768398,8,IoT Device,1,47.703261953577496,True,0.3533913376775422
CUST_000026,57.65809499148853,11.081015822482902,78.91698290176026,6,-63.76418237182877,Good,4G LTE,0,0.0,3,1,13.341856638655889,3,Smartphone,0,18.00749015506577,True,1.328522583267947
CUST_000027,37.62587370934823,7.2496573305347685,89.34625650602709,1,-61.47816655924059,Good,4G LTE,0,0.0,1,0,16.23857338230158,2,Tablet,3,35.14156518167856,True,6.980696006663097
CUST_000028,14.865957974204278,3.1022667073334476,86.39727200483878,1,-88.5008881459494,Poor,3G,1,3.965403171264762,1,0,12.69644373365581,7,Smartphone,1,9.351815931105966,True,2.0702555429872813
CUST_000029,67.48710493916786,9.264502459720568,92.3284903743715,4,-100.3344607312413,Poor,4G LTE,0,0.0,2,0,10.417020662524411,6,Smartphone,0,47.303888457866556,False,4.743144368308969
CUST_000030,44.935897764859554,9.9523870177129,85.35713425907213,4,-83.75538364839966,Poor,4G LTE,2,8.013552395045918,2,0,19.074257918965262,2,Smartphone,0,7.585171170892354,True,0.7915640339632841
CUST_000031,27.988262054258445,7.387460089052462,89.01675601996793,4,-74.5407662637878,Fair,4G LTE,0,0.0,2,0,18.67305611824534,5,Tablet,0,7.812282856522326,True,0.6263468642661673
CUST_000032,91.7626548679461,15.90819684035058,93.0575065507097,2,-82.80376498688113,Poor,4G LTE,1,13.837087716792649,2,2,8.645558619483042,5,Smartphone,0,21.02411879536798,False,4.294563149439759
CUST_000033,129.12308405792353,23.041275702668433,91.17231422246765,3,-80.26944015858926,Poor,5G,2,4.525896515985812,7,1,24.60430234477747,3,Smartphone,2,84.77869540087781,True,1.984702487686023
CUST_000034,44.026931525418306,9.70610409181738,82.0475338498791,3,-64.82619089317852,Good,4G LTE,0,0.0,1,0,24.118750612652487,5,Smartphone,2,16.536671771999192,True,0.8251608685362309
CUST_000035,22.690289745996687,4.1995555927137875,90.22453393953751,2,-79.34055513450276,Fair,5G,2,4.613651701443163,0,0,25.486959901070545,10,Smartphone,0,24.544805724473612,True,0.4165534577284741
CUST_000036,92.2046646569736,12.572281469791852,96.99152385292071,1,-97.7194273487854,Poor,4G LTE,2,7.670263748040643,1,1,9.747951341815572,4,Tablet,2,20.81434740797525,True,0.033229789077651686
CUST_000037,27.842473829141756,3.3931940899352586,92.80320672287175,3,-68.36273982608807,Good,5G,0,0.0,1,2,23.785913197016033,7,Smartphone,2,103.30554891085937,True,0.1941226226295454
CUST_000038,25.066530232517017,5.519780226911486,90.2089617191902,5,-72.73526091473187,Fair,4G,0,0.0,0,0,7.1072627556129255,7,IoT Device,1,37.00810559022472,True,1.0674279792116235
CUST_000039,69.35534044876172,12.536587918281164,87.76735314235047,0,-61.11017812107789,Good,4G LTE,1,0.6175423041643906,3,0,44.05361475083166,8,Smartphone,1,52.36510721134531,True,4.107099993974745
CUST_000040,86.44059888536712,22.259821206152015,90.44509183966848,4,-82.36915465479728,Poor,4G LTE,1,11.341210582400423,3,2,34.66196839778002,9,Smartphone,1,44.52454525567169,True,0.3338874539303762
CUST_000041,178.95648764030128,43.8981937166264,90.80118938271065,4,-81.07106334265804,Poor,4G LTE,0,0.0,5,0,18.48806941971105,2,Smartphone,1,25.85886097937641,False,7.9533779973749015
CUST_000042,30.12389624361643,8.487978148430434,92.42406033686828,0,-72.77009474544064,Fair,4G LTE,0,0.0,1,0,19.484165166120988,4,Tablet,1,19.46723822106456,False,3.50648964830832
CUST_000043,90.65869929939248,18.916479739130434,85.63347002455382,2,-69.9938266735145,Good,4G LTE,0,0.0,1,1,11.241394178312698,3,Smartphone,1,7.04608427753964,True,1.7601515856571714
CUST_000044,49.78935322476399,6.528212668812692,79.25643891594532,1,-79.54691021305906,Fair,4G,1,6.677875447822554,3,1,40.24383000018869,5,Smartphone,1,13.39170128852933,True,0.8737265686731402
CUST_000045,19.52393161370374,3.0240329259518584,72.9546730196853,1,-89.66504514179229,Poor,4G,4,3.443336689124087,2,1,38.23061629795137,5,Mobile Hotspot,2,9.978647609067965,True,0.9243489515867805
CUST_000046,60.23742891626017,17.17398444237246,95.99858230843145,4,-78.33242123919806,Fair,5G,0,0.0,4,0,27.352985095482786,4,Smartphone,2,83.16252835800688,True,0.7293774918749842
CUST_000047,43.704901748896816,7.015870358879468,89.57165024703718,3,-63.538998706656656,Good,4G LTE,1,3.291387530694273,0,0,11.059348224629066,3,Smartphone,1,16.803281562668776,True,1.2722500186536976
CUST_000048,19.3498047311404,3.79405439590484,88.03155972937529,1,-83.84831354746738,Poor,4G LTE,1,11.285427658193623,2,1,19.86021119306883,5,Tablet,4,16.29820579524539,True,2.424674069237164
CUST_000049,80.521360936662,14.786643209076223,84.86222254097397,4,-80.51183678328894,Poor,4G,1,10.882434785852247,1,0,24.271563283962237,5,Smartphone,1,18.15779917420023,False,5.077224617667645
CUST_000050,74.55910415783995,20.83757317977145,92.08955520765318,2,-86.36988351013822,Poor,5G,0,0.0,2,1,12.091955603852451,5,Smartphone,1,52.45943249739072,False,9.301208296322898
CUST_000051,146.9602435219654,37.454482591391546,95.02024703539979,3,-68.17018049151126,Good,5G,0,0.0,0,0,18.027947614602628,4,Smartphone,1,29.693210496374654,True,1.3287122371606075
CUST_000052,49.569574099744656,5.30982510598601,95.48431504474163,2,-64.87858186872127,Good,5G,3,1.5540051562008126,1,0,15.764892678483482,2,Mobile Hotspot,0,6.583023029132562,True,2.6895099201727475
CUST_000053,19.869119591597187,3.8393327339565024,95.83634983534975,2,-73.72961485457536,Fair,4G LTE,2,4.975370424328196,1,0,32.25839742590361,8,Smartphone,2,23.30218368574014,True,0.4240392308885137
CUST_000054,211.1456733505514,42.0475798707308,92.32559747356281,3,-93.38164418442224,Poor,5G,1,7.739675708015863,2,0,34.18898737215875,0,Mobile Hotspot,1,23.062282699725383,False,2.1690051897476077
CUST_000055,168.358273446426,19.120949340090426,97.63509060237119,7,-72.69813919849085,Fair,4G LTE,1,3.616872129197075,0,0,21.66117963502337,9,Smartphone,3,54.667159325233094,True,2.901916496917436
CUST_000056,29.57820442127435,5.05921166606754,89.71696676079343,4,-75.40594448557748,Fair,4G,4,0.399412987938353,1,1,19.6787982549105,9,Smartphone,1,28.880987689167707,True,0.0902383650911225
CUST_000057,21.043546462792115,3.859999471023305,84.59249708089818,4,-78.97393466753415,Fair,3G,0,0.0,0,0,10.082330476923994,4,Smartphone,1,8.16376516587532,False,8.560683265471253
CUST_000058,43.94099367484443,11.845565122446882,95.55496076261231,5,-57.134004247567525,Excellent,4G LTE,0,0.0,3,0,34.84597148455801,7,Smartphone,1,24.971359226817682,True,1.0444210139613415
CUST_000059,30.955186392799696,9.037870606433357,91.02752142384041,4,-77.93897357497997,Fair,3G,0,0.0,2,0,12.716145627145314,6,Smartphone,2,21.788459877881834,False,2.399042270395605
CUST_000060,21.34466321778827,3.5836015774572334,93.09061498322461,4,-62.873334335790716,Good,5G,3,3.000091389377153,2,0,12.173370905262965,8,Smartphone,1,76.83788438146655,False,19.000827387370713
CUST_000061,13.8623086230308,2.8594628792637353,97.88806378026206,3,-79.93989672106035,Fair,4G LTE,0,0.0,1,3,29.04573239365299,5,Smartphone,4,31.360058094591267,True,1.4564469217475031
CUST_000062,18.994659156240523,5.450836530871015,94.008663556158,5,-80.8312570511127,Poor,4G LTE,2,1.0853331244550601,2,0,3.038464998050234,2,IoT Device,1,21.56527029671361,True,0.18021576959024263
CUST_000063,5.180514587341402,1.0056235512081115,99.1930428539933,1,-79.13728462593618,Fair,4G LTE,0,0.0,1,1,32.66981714502821,6,Smartphone,2,18.996021657968598,True,3.5269796452248965
CUST_000064,36.06097943188458,5.913028391961039,91.42004769765866,3,-55.01120810893677,Excellent,4G LTE,0,0.0,3,1,14.967673953309577,6,Smartphone,2,26.745500666983254,True,1.5598326594446585
CUST_000065,37.60404581959813,4.604335688398774,95.26462874712408,0,-75.56504395285292,Fair,3G,0,0.0,1,1,11.794900517019755,2,Smartphone,1,4.1989598305781,False,6.146357701375537
CUST_000066,81.73756914104855,17.934341785991798,84.11722159742035,2,-61.81844484834485,Good,4G LTE,2,4.014455235887106,1,0,27.50410102288997,7,Smartphone,0,1.427798224468034,True,2.326008906277541
CUST_000067,35.22676353429974,7.938661774405829,91.10457758817462,4,-62.969367934864366,Good,4G LTE,0,0.0,3,2,28.99611945348097,2,Smartphone,0,12.897728201804393,True,3.336129379343665
CUST_000068,51.87863901665468,9.969183432048975,86.94396289901192,2,-86.1316463449962,Poor,5G,1,2.218345687850417,3,0,31.998802543548315,5,Smartphone,0,34.13113207266611,True,1.0957062024212971
CUST_000069,35.63994168965512,8.61128187685443,94.70216848789231,2,-69.58272399050259,Good,4G,1,9.941780974637082,5,0,22.51311637180617,11,Smartphone,4,8.057005045308,False,0.8810045233808895
CUST_000070,54.589379765221224,10.86212259282302,79.19400769190973,1,-88.30118831431403,Poor,4G LTE,0,0.0,3,1,10.858741183637056,5,Smartphone,1,9.917586974765202,True,0.024614774052511678
CUST_000071,102.22311615259933,25.229498632480553,95.9434356569679,2,-78.52517467834086,Fair,4G LTE,1,1.7256274906836697,1,1,42.06856836501335,9,Smartphone,1,24.475120991243568,True,0.6766521908117749
CUST_000072,51.84006138666526,6.568792794391795,88.3050625822818,1,-72.97545812470999,Fair,4G LTE,1,0.8708545701603038,2,0,5.496556422311196,7,IoT Device,2,5.278717991216691,True,0.006200894224870338
CUST_000073,30.159647233503385,3.5652543740032017,86.33253009996011,3,-65.66003920890941,Good,5G,1,1.0318129449301185,4,0,31.432604092564485,4,Smartphone,1,11.351554414497288,True,0.6445075059250751
CUST_000074,57.341793882333896,14.433993328784707,88.33091379916881,3,-82.12518979065696,Poor,5G,2,5.190198843138658,1,2,9.971265708223125,3,Tablet,3,32.84348386487893,True,1.670111066688726
CUST_000075,39.097007185842756,10.290294389190164,94.07084659104888,2,-66.12539044750267,Good,4G,1,29.634995060366204,0,0,15.260624893956518,7,IoT Device,1,56.23508652646308,True,1.0175817224005013
CUST_000076,45.113619550132796,6.450953212247109,82.43728652478171,5,-77.88578798385697,Fair,4G LTE,2,14.932934809841152,1,1,5.120634794161983,2,Tablet,2,37.926701777772124,True,0.7841928940764414
CUST_000077,33.56577970692032,3.801143405874311,94.06187678431897,4,-72.31894497189646,Fair,5G,1,5.079877428755277,2,0,14.765722036984572,6,Smartphone,0,7.592189136168077,True,4.122622775228091
CUST_000078,97.54615893557525,11.07143522325882,95.57548016470975,4,-82.84340454006703,Poor,4G LTE,0,0.0,3,0,24.44731850241245,12,Smartphone,1,19.748664164558726,True,1.7134999059173255
CUST_000079,180.76283536943896,26.56670180738277,94.15743855439722,2,-83.6222118786955,Poor,4G LTE,0,0.0,2,0,10.137372812967396,2,Smartphone,0,56.16658713694966,True,0.7167332563802776
CUST_000080,35.624659111090224,7.434315034212544,91.02811469875579,3,-79.09441578060226,Fair,4G LTE,1,34.357614721174045,5,0,15.766760314095604,4,Smartphone,0,16.49408890097501,True,1.081095688172412
CUST_000081,45.096342031853396,10.145360970146568,81.4178220487764,3,-78.00334651856377,Fair,4G,3,3.8864481859904405,0,0,21.226219999229308,12,Smartphone,2,40.29200527459032,True,0.7814529532441352
CUST_000082,62.4650226101698,16.927679584830017,67.04542831055417,5,-67.60424284088062,Good,4G LTE,5,28.40849622174607,4,1,24.519092103023613,3,Smartphone,2,6.614882367693848,True,0.27781736088613707
CUST_000083,96.15158796552568,26.002039763388915,93.59980854102635,1,-67.05986756444962,Good,4G LTE,1,12.99008735444466,2,0,10.147117488059756,7,Smartphone,1,13.226090235620902,True,0.7877978513067294
CUST_000084,68.03976094695496,18.310646700396134,99.15160260982228,3,-65.98898873878804,Good,5G,1,4.07130187387115,2,0,10.751885423019566,2,Smartphone,2,12.895451206988705,True,2.750258666798359
CUST_000085,80.72087664454757,12.0289918112895,76.10966525361033,2,-61.98649063616362,Good,4G LTE,2,14.67102660791577,1,0,20.7405897885331,4,Smartphone,2,55.24833279381774,True,1.151667827438728
CUST_000086,102.55649988067901,21.374175247167557,87.78570570988349,1,-48.58970348290093,Excellent,4G,1,7.477548403538585,0,0,20.09499345832855,3,Tablet,2,40.282580888859314,True,0.2336874051615407
CUST_000087,46.854344742320514,10.451915389545585,92.94431466999976,7,-78.28690420338727,Fair,5G,0,0.0,2,0,26.308975821525316,2,Smartphone,1,22.26099330942855,False,15.008866855095855
CUST_000088,80.10492764719362,15.606749857977709,94.27957071309794,3,-75.23698973575242,Fair,5G,0,0.0,1,0,5.804156826662778,11,Smartphone,0,45.39260143155177,True,0.4117926210652094
CUST_000089,62.868808968019415,6.603514133425291,86.37572017292739,4,-79.99550478496633,Fair,4G LTE,2,13.181957077567494,4,2,36.34682925022644,8,Tablet,4,41.04196722051585,True,1.8672424955240028
CUST_000090,37.14499195593748,6.473682916243852,91.38053855486284,7,-78.85700425436099,Fair,4G LTE,3,3.3087830867508536,1,0,7.1624658251732924,3,Smartphone,1,16.66333177104541,True,0.051297206071013034
CUST_000091,122.95396432390736,15.755056553321557,88.40964563558144,4,-70.29639534129075,Fair,4G LTE,0,0.0,1,2,32.090008045688805,7,Tablet,1,16.283992404798543,True,1.6048646403686098
CUST_000092,47.33174565741961,4.884714102399163,92.00859836717922,5,-80.4536243784929,Poor,4G,0,0.0,3,0,19.454473505032524,6,Smartphone,1,10.06072534645922,True,0.05775247827085658
CUST_000093,28.22121455984454,3.4649826399587265,93.1878597834194,4,-72.19970826823928,Fair,4G LTE,0,0.0,3,0,20.19946107413499,3,Smartphone,1,21.19148376020689,False,1.3181842900581118
CUST_000094,83.62589177558895,21.102108234973233,83.25611937565263,3,-73.31554631980926,Fair,5G,1,15.865232359453913,2,1,28.671770148139323,6,Smartphone,2,58.50171494892036,True,4.395483474395011
CUST_000095,87.68047357150967,20.665857046163502,98.65224014103997,1,-77.97838150519576,Fair,5G,0,0.0,2,1,19.028470460482904,5,Smartphone,2,2.851445440207547,True,0.809109354982695
CUST_000096,50.87447655164528,10.427947097598993,90.94086324980552,2,-85.77060028728349,Poor,4G,0,0.0,1,1,25.931061767294423,7,Tablet,1,48.48366439262761,True,1.4446142415606362
CUST_000097,34.34947604355272,9.14623145055808,97.4271049950176,3,-87.40792907608527,Poor,4G,2,2.5582716269128243,0,0,29.477696914906765,5,IoT Device,0,2.9889627715038154,True,2.5866291689965495
CUST_000098,15.379710564284883,2.7978149641322276,90.08099624448917,5,-60.10440924566743,Good,4G LTE,0,0.0,4,1,23.617788810262958,5,Smartphone,3,15.652826422742438,False,6.309551860293871
CUST_000099,31.766306240115888,5.08145632137889,95.75355875422417,4,-72.20905082925121,Fair,4G LTE,0,0.0,6,1,18.542616443912358,13,Smartphone,2,55.87653961600006,True,1.1913344621985256
